season,pfr_player_name,round,pick,position,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,college,pfr_player_id,cfb_player_id
2003,Bryant Johnson,1,17,WR,22,74,214,4.57,34.6656941201829,117.93517039295156,4.240710700206432,17.582475109540308,7.074520887912636,Penn St.,JohnBr02,bryant-johnson-1
2006,Brandon Johnson,5,142,LB,23,77,220,4.44,37,118,4.34,11,7.17,Louisville,JohnBr20,brandon-johnson-1
2007,Calvin Johnson,1,2,WR,21,77,239,4.35,33.51168176196757,115.86789420611345,4.0969111145545964,19.909005869016337,6.886053950900912,Georgia Tech,JohnCa00,calvin-johnson-1
2012,Cam Johnson,7,237,DE,22,75,267,4.75,35,105,4.38,22.514720319629493,7.2,Virginia,JohnCa01,cam-johnson-1
2001,Chad Johnson,2,36,WR,23,73,192,4.57,33,108,4.14,15.5351280412014,7.51,Oregon St.,JohnCh01,chad-johnson-1
2008,Chris Johnson,1,24,RB,22,71,195,4.24,35,130,4.025011321728679,15.814311732338524,6.791820482395053,East Carolina,JohnCh04,chris-johnson-1
2007,Charles Johnson,3,83,DE,21,74,270,4.84,34,118,4.417192009870048,33,7.5,Georgia,JohnCh98,charles-johnson-1
2020,Clay Johnston,7,234,LB,24,73,227,4.6672482060711795,33.832235358575005,116.44212793260203,4.304275480835614,18,7.1578303039495434,Baylor,JohnCl00,clay-johnston-1
2020,Collin Johnson,5,165,WR,22,78,222,4.64008144298044,34.5735398137654,117.77008688945591,4.286518347763114,17,7.134557410184842,Texas,JohnCo01,collin-johnson-2
2009,David Johnson,7,241,TE,22,74,270,4.73,32.5,113,4.43,21,7.28,Arkansas St.,JohnDa05,david-johnson-1
2015,David Johnson,3,86,RB,23,73,224,4.5,41.5,127,4.27,25,6.82,Northern Iowa,JohnDa08,NA
2019,Darryl Johnson,7,225,DE,22,78,253,4.808515374143023,32.80344531479338,114.59917266126078,4.396612572812611,20,7.278849351526002,North Carolina A&T,JohnDa10,NA
2002,Dennis Johnson,3,98,DE,22,77,269,4.82,35.5,119,4.36,17,7.21,Kentucky,JohnDe22,NA
2005,Derrick Johnson,1,15,LB,22,75,242,4.43,33.158060157343925,115.23442306762368,4.1,18,7.15,Texas,JohnDe25,derrick-johnson-3
2005,Derrick Johnson,1,15,LB,22,75,242,4.52,37.5,120,3.87,20.18818956015346,7.2,Texas,JohnDe25,derrick-johnson-3
2019,Diontae Johnson,3,66,WR,23,70,183,4.53,33.5,123,4.45,15,7.09,Toledo,JohnDi01,diontae-johnson-1
2014,Dontae Johnson,4,129,DB,22,74,200,4.41,38.5,124,4.24,12,6.82,North Carolina St.,JohnDo02,dontae-johnson-1
2017,Dorian Johnson,4,115,G,22,77,300,5.27,30,114,5.09,21,8.39,Pittsburgh,JohnDo03,dorian-johnson-1
2015,Duke Johnson,3,77,RB,21,69,206,4.54,33.5,121,4.221101665799364,16.837985266507978,7.048820851047401,Miami (FL),JohnDu00,duke-johnson-1
2003,Eddie Johnson,6,180,P,22,75,236,5.17,33.50065909262884,115.84814840211305,4.632891388347801,19.629822177879216,7.58852162521733,Idaho St.,JohnEd22,NA
2009,Gartrell Johnson,4,134,RB,23,70,222,4.67,34,114,4.306074148229993,20,7.1601876774634174,Colorado St.,JohnGa01,gartrell-johnson-1
2009,Herman Johnson,5,167,T,24,79,364,5.5,26.556526080513187,103.4085582088298,4.848590766825554,21,7.871222030734913,LSU,JohnHe23,NA
2019,Isaiah Johnson,4,129,CB,23,74,208,4.4,36.5,133,4.06,17.02410772726606,6.81,Houston,JohnIs02,isaiah-johnson-4
2008,Jaymar Johnson,6,193,WR,24,72,176,4.5,32,118,4.18,14,6.75,Jackson St.,JohnJa01,NA
2012,James-Michael Johnson,4,120,LB,23,73,241,4.6,37,124,4.37,23,7.34,Nevada,JohnJa04,james-michael-johnson-1
2017,Jaleel Johnson,4,109,DT,23,75,316,5.38,28,100,4.62,19,7.64,Iowa,JohnJa09,jaleel-johnson-1
2019,Jaquan Johnson,6,181,CB,23,70,191,4.69,33,121,4.319146837834706,18,7.177321035373575,Miami (FL),JohnJa11,jaquan-johnson-1
2020,Jaylon Johnson,2,50,CB,21,72,193,4.5,36.5,124,4.13,15,7.01,Utah,JohnJa13,jaylon-johnson-1
2021,Jamar Johnson,5,164,DB,21,74,205,4.58,35,122,4.41,17,7.22,Indiana,JohnJa15,jamar-johnson-1
2003,Jarret Johnson,4,109,DE,22,75,285,5.07,28.5,107,4.58,21,7.72,Alabama,JohnJa23,NA
2003,Jeremi Johnson,4,118,FB,23,71,265,4.9,29,103,4.456410078684185,20,7.357221293430218,Western Kentucky,JohnJe00,jeremi-johnson-1
2022,Jermaine Johnson II,1,26,LB,23,77,254,4.58,32,125,4.2472470450087885,21.304924324701958,7.0830875668677145,Florida St.,JohnJe07,jermaine-johnson-3
2000,Jerry Johnson,4,101,DT,23,72,290,5.03,28.5,102,4.5413825611148155,26,7.4685881198462365,Florida St.,JohnJe21,NA
2008,Josh Johnson,5,160,QB,22,75,198,4.53,33.5,110,4.42,16.093495423475648,7.56,San Diego,JohnJo05,NA
2017,John Johnson,3,91,S,21,72,208,4.61,37,119,4.18,14,6.72,Boston Col.,JohnJo10,john-johnson-9
2015,Kevin Johnson,1,16,CB,23,72,175,4.52,41.5,130,3.89,13.953087124757701,6.79,Wake Forest,JohnKe04,kevin-johnson-7
2018,Kerryon Johnson,2,43,RB,21,71,213,4.696974218008051,40,126,4.29,11,7.07,Auburn,JohnKe06,kerryon-johnson-1
2019,KeeSean Johnson,6,174,WR,22,73,201,4.6,30,117,4.23,14,7.28,Fresno St.,JohnKe07,keesean-johnson-1
2002,Kyle Johnson,5,145,RB,23,72,242,4.74,34,119,4.35,22,7.4,Syracuse,JohnKy00,kyle-johnson-3
2003,Larry Johnson,1,27,RB,23,73,228,4.45,33.77513553602752,116.3398403768538,4.162274562578158,19,6.971720740451696,Penn St.,JohnLa00,larry-johnson-1
2013,Lane Johnson,1,4,T,23,78,303,4.72,34,118,4.52,28,7.31,Oklahoma,JohnLa01,lane-johnson-1
2004,Landon Johnson,3,96,LB,23,74,227,4.65,37.5,120,4.08,20,7,Purdue,JohnLa20,landon-johnson-1
2019,Lonnie Johnson Jr.,2,54,CB,23,74,213,4.52,38,129,4.1,15,7.01,Kentucky,JohnLo01,lonnie-johnson-4
2009,Manuel Johnson,7,229,WR,22,72,183,4.5,36.253466482173735,120.7794761499016,4.19495628658994,14.697576967790031,7.014554135227089,Oklahoma,JohnMa04,manuel-johnson-1
2005,Marcus Johnson,2,49,G,21,78,321,5.45,27.5,104,4.71,21,7.71,Mississippi,JohnMa20,NA
2010,Mike Johnson,3,98,G,23,78,301,5.37,25,91,5.01,25.678802152516894,8.15,Alabama,JohnMi23,NA
2009,Michael Johnson,3,70,DE,22,79,260,4.61,38.5,128,4.37,28,7.42,Georgia Tech,JohnMi98,michael-johnson-2
2007,Michael Johnson,7,224,DB,23,75,205,4.62,33,114,4.32,15,7.04,Arizona,JohnMi99,michael-johnson-4
2013,Nico Johnson,4,99,LB,23,74,248,4.73,32.72430015356843,114.45739349751176,4.345292217044131,20.74655694242771,7.211587751193887,Alabama,JohnNi00,nico-johnson-1
2019,Olabisi Johnson,7,247,WR,22,72,204,4.51,38,124,4.16,14,6.88,Colorado St.,JohnOl00,olabisi-johnson-1
2021,Patrick Johnson,7,234,DE,23,78,240,4.59,35,119,4.41,16,6.97,Tulane,JohnPa02,patrick-johnson-4
2009,Quinn Johnson,5,145,RB,22,72,251,4.72,32,115,4.338755872241775,16,7.20302107223881,LSU,JohnQu00,quinn-johnson-1
2009,Rashad Johnson,3,95,DB,23,72,195,4.49,37,120,4.23,15,7.09,Alabama,JohnRa98,rashad-johnson-1
2002,Ron Johnson,4,123,WR,22,74,225,4.7,34.5,118,4.02,18.606148643709762,7.12,Minnesota,JohnRo03,ron-johnson-1
2011,Ronald Johnson,6,182,WR,23,71,199,4.46,35.248708252923386,118.97957102230738,4.168810907380514,16,6.980287419406775,USC,JohnRo05,ronald-johnson-2
2017,Roderick Johnson,5,160,T,21,79,298,5.053016241959675,30.32511436864717,110.15953688821298,4.556426770465104,25.39961846137977,7.488305395408329,Florida St.,JohnRo06,roderick-johnson-5
2001,Rudi Johnson,4,100,RB,21,70,220,4.57,37.5,119,4.22,24,7.32,Auburn,JohnRu00,rudi-johnson-1
2014,Storm Johnson,7,222,RB,22,72,209,4.6,35.5,118,4.260319734613501,16,7.1002209247778705,Central Florida,JohnSt03,storm-johnson-1
2013,T.J. Johnson,7,251,C,23,76,310,5.33,25.5,96,4.74,32,7.83,South Carolina,JohnTJ00,NA
2018,Taron Johnson,4,121,CB,22,72,180,4.5,33,118,4.28,17,7.03,Weber St.,JohnTa01,NA
2004,Tank Johnson,2,47,DT,22,75,300,4.69,34,114,4.6,31,7.56,Washington,JohnTa20,NA
2003,Teyo Johnson,2,63,TE,21,77,260,4.61,33.5,115.84696771588659,4.266856079415857,21.863291706976202,7.108787603732948,Stanford,JohnTe00,teyo-johnson-1
2003,Todd Johnson,4,100,DB,24,73,200,4.56,33.5,117,4.19,19,7.01,Florida,JohnTo20,todd-johnson-1
2012,Trumaine Johnson,3,65,DB,22,73,205,4.5,35.5,122,4.15,19,7.2,Montana,JohnTr05,NA
2005,Travis Johnson,1,16,DT,23,75,314,4.91,29.046872933925037,107.86971905375111,4.4629464234865415,26.88859814744443,7.365787972385297,Florida St.,JohnTr20,NA
2004,Trevor Johnson,7,234,DE,23,76,255,4.8,35.5,110,4.08,23,7.06,Nebraska,JohnTr21,trevor-johnson-1
2020,Tyler Johnson,5,161,WR,22,73,206,4.553147801090075,35.03133163207218,118.59016660331486,4.2296955219311165,16.837985266507978,7.060084150137792,Minnesota,JohnTy00,tyler-johnson-6
2008,Tyrell Johnson,2,43,DB,23,71,200,4.41,32,127,4.136129183368734,27,6.937454024631384,Arkansas St.,JohnTy99,tyrell-johnson-1
2014,Wesley Johnson,5,173,OL,23,77,297,5.11,29,111,4.64,26,7.4,Vanderbilt,JohnWe00,wesley-johnson-1
2022,Zion Johnson,1,17,G,22,75,312,5.18,32,112,4.46,32,7.38,Boston Col.,JohnZi00,zion-johnson-1
2002,Doug Jolley,2,55,TE,23,76,250,4.6,38,117,4.18,18,6.9,BYU,JollDo00,doug-jolley-1
2006,Johnny Jolly,6,183,DT,23,75,310,5.41,28.999179191265384,104,4.789763663604349,26.516353225928267,7.79412192013921,Texas A&M,JollJo20,johnny-jolly-1
2017,Aaron Jones,5,182,RB,22,69,208,4.56,37.5,127,4.2,16,6.82,Texas-El Paso,JoneAa00,aaron-jones-6
2004,Adrian Jones,4,132,T,23,76,296,4.97,31,114,4.58,27,7.81,Kansas,JoneAd20,adrian-jones-1
2010,Arthur Jones,5,157,DE,24,75,301,5.04,29.78917062704234,109.19945727847812,4.547918905917172,25.678802152516894,7.477154798801314,Syracuse,JoneAr22,arthur-jones-1
2013,Barrett Jones,4,113,G,23,76,306,5.43,29.59483258279551,108.8513237353595,4.802836353209061,26.1441083044121,7.811255278049366,Alabama,JoneBa00,barrett-jones-1
2012,Ben Jones,4,99,C,23,74,304,5.35,30.5,105,4.74,29,7.95,Georgia,JoneBe01,ben-jones-3
2005,Brandon Jones,3,96,WR,23,73,208,4.42,37,114,4.08,17.02410772726606,7.03,Oklahoma,JoneBr02,brandon-jones-3
2020,Brandon Jones,3,70,S,22,71,198,4.509680980144893,35.30580807547087,119.08185857805562,4.201284109015117,16.093495423475648,7.022847520114265,Texas,JoneBr06,brandon-jones-13
2015,Byron Jones,1,27,CB,22,73,196,4.43,44.5,147,3.94,15.907372962717567,6.78,Connecticut,JoneBy00,byron-jones-2
2016,Cardale Jones,4,139,QB,23,77,250,4.81,36,120.32542102732933,4.39758297546298,20.93267940318579,7.280121182834513,Ohio St.,JoneCa01,cardale-jones-1
2012,Chandler Jones,1,21,DE,22,77,247,4.77,35,120,4.38,22,7.07,Syracuse,JoneCh03,chandler-jones-2
2013,Chris Jones,6,198,DT,23,74,302,5.33,29.640909736004257,108.93386548710734,4.44,30,7.34,Bowling Green,JoneCh04,chris-jones-6
2016,Chris Jones,2,37,DT,22,78,310,5.03,24.5,106,4.62,26,7.44,Mississippi St.,JoneCh09,chris-jones-8
2016,Cyrus Jones,2,60,CB,22,70,197,4.49,33,116,4.21,10,6.71,Alabama,JoneCy00,cyrus-jones-2
2017,D.J. Jones,6,198,DT,22,73,319,5.04,28.5,108,4.65,25,7.73,Mississippi,JoneD.01,dj-jones-4
2002,Daryl Jones,7,226,WR,23,69,190,4.35,35.58028451886956,119.57355055279638,4.0969111145545964,15.349005580443318,6.886053950900912,Miami (FL),JoneDa02,daryl-jones-1
2013,Datone Jones,1,26,DE,23,76,283,4.8,31.5,112,4.32,29,7.32,UCLA,JoneDa03,datone-jones-1
2014,DaQuan Jones,4,112,DT,22,76,322,5.35,27.5,101,4.78,25,7.73,Penn St.,JoneDa04,daquan-jones-1
2019,Daniel Jones,1,6,QB,22,77,221,4.81,33.5,120,4.41,18.233903722193595,7,Duke,JoneDa05,daniel-jones-4
2016,Deion Jones,2,52,OLB,21,73,222,4.59,33,120,4.253783389811145,18.326964952572638,7.091654245822792,LSU,JoneDe01,deion-jones-1
2000,Dhani Jones,6,177,LB,22,73,240,4.68,33.08993766545771,115.11238970787505,4.3126104930323494,29,7.168754356418496,Michigan,JoneDh20,NA
2004,Donnie Jones,7,224,P,24,74,222,4.88,34.208895539803024,117.11686994696572,4.443337389079473,18.326964952572638,7.340087935520062,LSU,JoneDo21,donnie-jones-1
2019,Dre'Mont Jones,3,71,DT,22,75,281,5.12,31.5,110,4.53,23.81757754493607,7.71,Ohio St.,JoneDr00,dremont-jones-1
2021,Ernest Jones,3,103,LB,21,73,230,4.65,38.5,124.80387433877206,4.293001458625282,19.071454795604968,7.143054319553261,South Carolina,JoneEr01,ernest-jones-3
2008,Felix Jones,1,22,RB,21,72,200,4.44,33.5,124,4.19,16.27961788423373,6.9,Arkansas,JoneFe00,felix-jones-1
2004,Greg Jones,2,55,RB,23,73,248,4.55,32.63313908507783,114.29408926188921,4.22763801060172,20.74655694242771,7.0573875300024795,Florida St.,JoneGr01,greg-jones-1
2011,Greg Jones,6,185,LB,22,72,240,4.75,31.5,117,4.27,21,7.27,Michigan St.,JoneGr02,greg-jones-2
2007,Jacoby Jones,3,73,WR,23,75,192,4.5,34,129,4.31,15.5351280412014,7.03,Lane,JoneJa03,NA
2007,James Jones,3,78,WR,23,73,208,4.54,34,119,4.2,22,7.06,San Jose St.,JoneJa04,james-jones-3
2013,Jarvis Jones,1,17,LB,23,74,245,4.74,32.89559962121088,114.76425616475643,4.351828561846487,20.467373251290585,7.220154430148966,Georgia,JoneJa05,jarvis-jones-1
2018,Jamarco Jones,5,168,T,22,76,299,5.5,24,102,4.99,25.492679691758813,8.32,Ohio St.,JoneJa08,jamarco-jones-1
2022,Jack Jones,4,121,DB,24,71,171,4.51,36.84750328425295,121.84362258325783,4.201492631392295,13.580842203241534,7.023120814182166,Arizona St.,JoneJa10,jack-jones-5
2008,Jason Jones,2,54,DE,22,77,272,4.76,25.5,123,4.32,18,7.29,East. Michigan,JoneJa99,jason-jones-1
2017,Josh Jones,2,61,S,22,73,220,4.41,37.5,132,4.136129183368734,20,6.937454024631384,North Carolina St.,JoneJo06,josh-jones-3
2020,Josh Jones,3,72,T,23,77,319,5.27,28.5,109,4.698254836371363,24,7.674188414768114,Houston,JoneJo07,josh-jones-4
2004,Julius Jones,2,43,RB,23,70,210,4.47,37.5,121,4.12,17.21023018802414,6.97,Notre Dame,JoneJu01,julius-jones-1
2011,Julio Jones,1,6,WR,22,76,220,4.34,38.5,135,4.25,17,6.66,Alabama,JoneJu02,julio-jones-1
2018,Justin Jones,3,84,DT,22,74,309,5.09,29,104,4.74,24,7.82,North Carolina St.,JoneJu03,justin-jones-4
2004,Kevin Jones,1,30,RB,22,72,228,4.38,38,120,4.116520148961666,18.885332334846886,6.911753987766149,Virginia Tech,JoneKe02,kevin-jones-3
2001,Kenyatta Jones,4,96,T,22,75,307,5.01,29.44657169175743,108.58573194398873,4.5283098715101024,31,7.451454761936079,South Florida,JoneKe22,NA
2013,Landry Jones,4,115,QB,24,76,225,5.11,31,115,4.3,18.606148643709762,7.12,Oklahoma,JoneLa02,landry-jones-1
2002,Levi Jones,1,10,T,23,77,310,5.21,28.63013232594706,103,4.659036767557226,26.516353225928267,7.622788341037644,Arizona St.,JoneLe23,NA
2005,Matt Jones,1,21,WR,22,78,242,4.37,39.5,129,4.1099838041593095,20.18818956015346,6.90318730881107,Arkansas,JoneMa00,matt-jones-1
2012,Marvin Jones,5,166,WR,22,74,198,4.46,33,112,4.11,22,6.81,California,JoneMa02,marvin-jones-1
2012,Marcel Jones,7,234,OL,24,78,320,5.57,27.5,95,5.12,13,8.03,Nebraska,JoneMa03,NA
2015,Matt Jones,3,95,RB,22,73,235,4.61,31.5,112,4.2,20,7.021164538263022,Florida,JoneMa04,matt-jones-3
2021,Mac Jones,1,15,QB,23,74,217,4.72,32,116,4.39,17.861658800677432,7.04,Alabama,JoneMa05,mac-jones-1
2022,Marcus Jones,3,85,CB,23,68,174,4.379280517309345,36.40272061113872,121.04684720914551,4.116049870267121,13.860025894378659,6.91113763004369,Houston,JoneMa06,marcus-jones-11
2017,Nazair Jones,3,102,DT,22,77,304,5.11,24.5,101,4.63,25.95798584365402,7.93,North Carolina,JoneNa00,nazair-jones-1
2021,Patrick Jones II,3,90,DL,22,76,261,4.85,31.5,107,4.423728354672404,22,7.314387898654827,Pittsburgh,JonePa00,patrick-jones-ii-1
2005,Adam Jones,1,6,DB,21,71,187,4.38,35.9339061234932,120.20702169128614,4.116520148961666,15.069821889306194,6.911753987766149,West Virginia,JonePa20,adam-jones-1
2010,Reshad Jones,5,163,DB,22,74,215,4.51,39.5,118,4.54,24,7.43,Georgia,JoneRe99,reshad-jones-1
2018,Ronald Jones II,2,38,RB,21,71,205,4.65,36.5,121.22111168961789,4.293001458625282,16.744924036128936,7.143054319553261,USC,JoneRo01,ronald-jones-4
2018,Sam Jones,6,183,G,22,77,305,5.32,27,101,4.86,28,7.92,Arizona St.,JoneSa00,sam-jones-1
2004,Sean Jones,2,59,DB,22,74,212,4.63,36.5,122,4.279928769020569,17.396352648782226,7.19,Georgia,JoneSe20,sean-jones-1
2017,Sidney Jones,2,43,CB,21,72,186,4.47,33.5,123,4.28,14.976760658927155,7.02,Washington,JoneSi00,sidney-jones-1
2014,T.J. Jones,6,189,WR,22,72,188,4.46,33,119,4.27,15.162883119685237,6.82,Notre Dame,JoneT.00,tj-jones-2
2011,Taiwan Jones,4,125,RB,23,71,202,4.33,35.07740878528094,118.6727083550627,4.083838424949885,13,6.868920592990758,East. Washington,JoneTa00,NA
2002,Terry Jones,5,155,TE,22,75,265,4.79,33.5,111,4.43,20,7.43,Alabama,JoneTe00,terry-jones-jr-1
2000,Thomas Jones,1,7,RB,22,70,220,4.45,33.95845091093562,116.66822811597201,4.162274562578158,18.140842491814556,6.971720740451696,Virginia,JoneTh00,thomas-jones-1
2022,Travis Jones,3,76,DT,22,76,325,4.92,28.5,110,4.58,27.912271681613884,7.33,Connecticut,JoneTr00,travis-jones-5
2022,Velus Jones Jr.,3,71,WR,25,72,204,4.31,33,121,4.070765735345172,16.651862805749897,6.8517872350806,Tennessee,JoneVe00,velus-jones-jr-1
2017,Zay Jones,2,37,WR,22,74,201,4.45,36.5,133,4.01,15,6.79,East Carolina,JoneZa00,isaiah-jones-2
2003,Bennie Joppru,2,41,TE,23,76,234,4.78,30.5,109,4.377973941055911,19,7.254421145969278,Michigan,JoppBe00,bennie-joppru-1
2021,Brevin Jordan,5,147,TE,21,74,247,4.64,31,116,4.286465113822925,17,7.1344876405981825,Miami (FL),JordBr00,brevin-jordan-1
2011,Cameron Jordan,1,24,DE,22,76,287,4.74,31,117,4.37,25,7.07,California,JordCa00,cameron-jordan-1
2013,Dion Jordan,1,3,DE,23,78,248,4.54,32.5,122,4.35,20.74655694242771,7.02,Oregon,JordDi00,dion-jordan-1
2001,LaMont Jordan,2,49,RB,22,70,230,4.57,33.38745268546077,115.64535255848972,4.240710700206432,24,7.074520887912636,Maryland,JordLa00,lamont-jordan-1
2000,Leander Jordan,3,82,T,22,76,322,5.46,31,104,4.76,25,7.91,Indiana (PA),JordLe20,NA
2019,Michael Jordan,4,136,G,21,78,312,5.27,32.5,116,4.71,19,7.71,Ohio St.,JordMi01,michael-jordan-3
2006,Davin Joseph,1,23,G,22,74,305,5.09,32,111,4.97,24,8.030343673524138,Oklahoma,JoseDa20,davin-joseph-1
2006,Johnathan Joseph,1,24,DB,22,71,185,4.31,37,123,4.23,15,6.92,South Carolina,JoseJo20,NA
2016,Karl Joseph,1,14,S,22,70,205,4.57,34.81494824914788,118.20254145219545,4.240710700206432,16.744924036128936,7.074520887912636,West Virginia,JoseKa00,karl-joseph-1
2021,Kelvin Joseph,2,44,DB,20,71,197,4.34,35,128,4.22,16.000434193096606,7.21,Kentucky,JoseKe02,kelvin-joseph-1
2022,Kerby Joseph,3,97,DB,21,73,203,4.536847743235632,38.5,123,4.219041242087617,18,7.04612041387897,Illinois,JoseKe03,kerby-joseph-1
2010,Linval Joseph,2,46,DT,21,76,328,5.09,30,100,4.71,39,8.12,East Carolina,JoseLi99,linval-joseph-1
2019,Vosean Joseph,5,147,LB,21,73,230,4.683548263925623,33.66093589093255,116.13526526535733,4.314929760679113,19.071454795604968,7.171794040208365,Florida,JoseVo00,vosean-joseph-1
2003,William Joseph,1,25,DT,24,77,315,5.18,29.172095248358744,108.09403996924797,4.639427733150157,29,7.597088304172409,Miami (FL),JoseWi20,william-joseph-1
2014,Lamarcus Joyner,2,41,DB,23,68,184,4.55,37.5,124,4.4,14,7.26,Florida St.,JoynLa00,lamarcus-joyner-1
2016,Matt Judon,5,146,DE,24,75,275,4.73,35,109,4.52,30,7.67,Grand Valley St.,JudoMa00,NA
2001,Bhawoh Jue,3,71,DB,22,72,200,4.54,34.5,113,4.27,16.27961788423373,7.21,Penn St.,JuexBh20,bhawoh-jue-1
2003,Cato June,6,198,LB,23,72,227,4.61,35,113,4.266856079415857,18.792271104467844,7.108787603732948,Michigan,JuneCa99,cato-june-1
2008,Steve Justice,6,201,C,24,75,289,5.24,21,98,4.58,23,7.4,Wake Forest,JustSt20,steve-justice-1
2006,Winston Justice,2,39,T,21,77,300,5.16,35,110,4.53,25.585740922137852,7.31,USC,JustWi20,winston-justice-1
2017,Brad Kaaya,6,215,QB,22,76,214,4.596614622035258,34.84801625716409,118.26177886419666,4.258106934847115,17.582475109540308,7.097320780161315,Miami (FL),KaayBr00,brad-kaaya-1
2005,Nick Kaczur,3,100,T,26,76,319,5.28,31.5,112.26420506673242,4.704791181173719,27.353904299339636,7.682755093723191,Toledo,KaczNi20,nick-kaczur-1
2012,Josh Kaddu,5,155,LB,22,75,239,4.67,34,119,4.306074148229993,20,7.1601876774634174,Oregon,KaddJo00,josh-kaddu-1
2011,Colin Kaepernick,2,36,QB,23,76,225,4.53,32.5,115,4.18,18.606148643709762,6.85,Nevada,KaepCo00,colin-kaepernick-1
2010,Mike Kafka,4,122,QB,23,75,216,4.93,32,110,4.37,17.76859757029839,6.96,Northwestern,KafkMi00,mike-kafka-1
2018,Peter Kalambayi,6,214,LB,23,75,252,4.57,34,121,4.36,19,7.13,Stanford,KalaPe00,peter-kalambayi-1
2012,Matt Kalil,1,4,T,23,78,306,4.96,27,104.20298910613548,4.65,30,7.33,USC,KaliMa00,matt-kalil-1
2007,Ryan Kalil,2,59,C,22,75,299,4.96,26,104,4.34,34,7.5,USC,KaliRy20,ryan-kalil-1
2017,Alvin Kamara,3,67,RB,22,70,214,4.56,39.5,131,4.234174355404076,15,7.065954208957557,Tennessee,KamaAl00,alvin-kamara-1
2020,Khalid Kareem,5,147,DE,22,76,268,4.89001566341524,31.764625839599923,112.73825085379224,4.449883972030109,22.607781550008532,7.348668032820111,Notre Dame,KareKh00,khalid-kareem-1
2022,George Karlaftis III,1,30,DE,21,76,266,4.757548400008637,38,121,4.36,21,7.230864098836761,Purdue,KarlGe00,george-karlaftis-1
2004,Mike Karney,5,156,FB,23,71,254,5.02,30,103,4.5348462163124585,25,7.460021440891156,Arizona St.,KarnMi00,mike-karney-1
2013,Nick Kasa,6,172,TE,22,78,269,4.71,31.5,113,4.332219527439419,22,7.194454393283731,Colorado,KasaNi00,nick-kasa-1
2016,Drew Kaser,6,179,P,23,74,206,4.95,35.12249270056278,118.7534708389374,4.489091802695966,16.837985266507978,7.400054688205609,Texas A&M,KaseDr00,drew-kaser-1
2001,Kevin Kasper,6,190,WR,23,73,197,4.42,43.5,126,3.73,16.000434193096606,6.56,Iowa,KaspKe00,kevin-kasper-1
2016,Bronson Kaufusi,3,70,DE,25,79,281,4.87,30,111,4.25,25,7.03,BYU,KaufBr01,bronson-kaufusi-1
2017,Damontae Kazee,5,149,CB,24,70,184,4.54,34,124,4.221101665799364,11,7.048820851047401,San Diego St.,KazeDa00,damontae-kazee-1
2016,Jayron Kearse,7,244,S,22,76,220,4.62,31.5,124,4.273392424218213,16,7.06,Clemson,KearJa00,jayron-kearse-1
2000,Curtis Keaton,4,97,RB,23,70,220,4.41,41.5,131,3.93,23,6.82,James Madison,KeatCu00,curtis-keaton-1
2020,Dalton Keene,3,101,TE,21,76,253,4.71,34,125,4.19,21,7.07,Virginia Tech,KeenDa00,dalton-keene-1
2008,Stanford Keglar,4,134,LB,23,74,239,4.58,34,126,3.98,29,6.7,Purdue,KeglSt99,stanford-keglar-1
2008,Bryan Kehl,4,123,LB,24,74,234,4.67,34,119,4.23,26,6.88,BYU,KehlBr99,bryan-kehl-1
2006,Freddy Keiaho,3,94,LB,23,71,224,4.68,36,113,4.12,15,7.01,San Diego St.,KeiaFr20,freddy-keiaho-1
2002,Brett Keisel,7,242,DE,23,77,285,4.89,33.5,107,4.51,26,7.28,BYU,KeisBr20,NA
2008,Brandon Keith,7,225,T,23,77,343,5.27,26,102.41160778155839,4.698254836371363,31,7.674188414768114,Northern Iowa,KeitBr20,NA
2019,Kingsley Keke,5,150,DT,22,75,288,4.95,31.5,111,4.46,24.46900615758936,7.55,Texas A&M,KekeKi00,kingsley-keke-1
2011,Jason Kelce,6,191,C,23,75,282,4.89,30.5,110,4.14,23.91063877531511,7.22,Cincinnati,KelcJa00,jason-kelce-1
2013,Travis Kelce,3,63,TE,23,77,255,4.63,32.598084601207816,114.23129331414177,4.279928769020569,21.397985555080997,7.125920961643105,Cincinnati,KelcTr00,travis-kelce-1
2012,Senio Kelemete,5,151,G,22,75,307,5.39,25,101,4.58,21,7.77,Washington,KeleSe00,senio-kelemete-1
2000,Ben Kelly,3,84,DB,21,69,185,4.53,36,116,3.95,17,6.63,Colorado,KellBe20,ben-kelly-1
2008,Dustin Keller,1,30,TE,23,74,248,4.53,38,131,4.14,26,6.88,Purdue,KellDu00,dustin-keller-1
2001,Eric Kelly,3,69,DB,24,70,201,4.46,36,120,4.18,15,7.24,Kentucky,KellEr20,eric-kelly-1
2018,John Kelly,6,176,RB,21,70,216,4.8873502185813225,35,120,4.51,15,7.13,Tennessee,KellJo00,john-kelly-6
